"eeg0","eeg1","eeg2","eeg3"
812.01171875,955.56640625,446.77734375,-794.43359375
-744.140625,-530.76171875,-461.42578125,4.39453125
-1000.0,-1000.0,-1000.0,-1000.0
395.5078125,125.0,-382.8125,-110.83984375
-800.29296875,-785.15625,472.65625,-773.4375
-56.15234375,70.3125,-257.32421875,214.35546875
-1000.0,-1000.0,-1000.0,-1000.0
-134.765625,-244.62890625,-702.63671875,-274.4140625
-784.66796875,-809.5703125,365.234375,-814.94140625
218.75,238.76953125,36.1328125,508.30078125
-1000.0,-1000.0,-1000.0,-1000.0
-271.97265625,-424.8046875,-899.90234375,-623.53515625
-811.03515625,-877.44140625,223.14453125,954.1015625
436.5234375,543.45703125,281.73828125,982.91015625
-1000.0,-1000.0,-859.375,-483.88671875
-661.1328125,-911.62109375,-1000.0,-1000.0
946.77734375,609.375,-139.6484375,248.53515625
907.71484375,-930.6640625,440.4296875,-771.97265625
-598.14453125,-363.76953125,-478.02734375,82.03125
-1000.0,-1000.0,-1000.0,-1000.0
187.5,-36.1328125,-405.2734375,-237.3046875
-781.25,-791.015625,482.421875,-799.31640625
39.0625,156.73828125,-179.19921875,230.95703125
-1000.0,-1000.0,-1000.0,-1000.0
-245.1171875,-257.32421875,-651.85546875,-299.31640625
-809.5703125,-808.59375,380.37109375,-833.49609375
236.81640625,272.94921875,-2.44140625,585.9375
-1000.0,-1000.0,-1000.0,-1000.0
-349.609375,-522.94921875,-901.85546875,-745.60546875
-844.23828125,-940.4296875,66.89453125,811.03515625
533.203125,676.7578125,305.17578125,-891.6015625
-1000.0,-897.4609375,-709.9609375,-273.4375
-795.41015625,-1000.0,-1000.0,-1000.0
750.9765625,427.24609375,-227.05078125,122.55859375
-906.25,-838.37890625,439.94140625,-759.27734375
-317.87109375,-171.38671875,-402.83203125,194.3359375
-1000.0,-1000.0,-1000.0,-1000.0
88.37890625,-126.46484375,-537.59765625,-269.53125
-764.6484375,-794.43359375,435.546875,-798.828125
197.265625,215.33203125,-86.42578125,304.19921875
-1000.0,-1000.0,-1000.0,-1000.0
-265.625,-272.4609375,-838.37890625,-409.66796875
-803.22265625,-809.08203125,242.1875,-896.97265625
237.79296875,360.83984375,125.48828125,737.3046875
-1000.0,-1000.0,-968.26171875,-866.2109375
-448.2421875,-633.30078125,-961.42578125,-899.90234375
-902.34375,963.37890625,21.484375,638.18359375
660.15625,821.2890625,509.27734375,-835.44921875
-945.3125,-714.84375,-507.32421875,-138.671875
-933.10546875,-1000.0,-1000.0,-1000.0
576.171875,244.140625,-271.97265625,-7.32421875
-840.8203125,-801.26953125,494.62890625,-766.6015625
-171.875,-45.8984375,-370.60546875,205.56640625
-1000.0,-1000.0,-1000.0,-1000.0
-61.03515625,-213.8671875,-522.94921875,-272.94921875
-779.296875,-809.08203125,465.33203125,-804.19921875
211.9140625,234.86328125,-54.19921875,399.4140625
-1000.0,-1000.0,-1000.0,-1000.0
-269.53125,-352.5390625,-811.03515625,-509.27734375
-805.17578125,-841.30859375,276.3671875,-962.40234375
339.84375,452.1484375,146.484375,859.86328125
-1000.0,-1000.0,-926.26953125,-675.29296875
-565.91796875,-794.43359375,-993.1640625,-1000.0
-977.05078125,779.296875,-108.88671875,407.2265625
790.0390625,956.54296875,368.1640625,-792.96875
-773.4375,-538.0859375,-548.33984375,-11.71875
-1000.0,-1000.0,-1000.0,-1000.0
362.3046875,77.1484375,-393.5546875,-135.25390625
-802.24609375,-788.57421875,451.171875,-780.76171875
-54.19921875,72.75390625,-252.44140625,218.26171875
-1000.0,-1000.0,-1000.0,-1000.0
-187.5,-247.55859375,-700.1953125,-273.92578125
-798.828125,-810.546875,293.45703125,-815.4296875
226.07421875,239.74609375,17.08984375,517.08984375
-1000.0,-1000.0,-1000.0,-1000.0
-270.99609375,-428.22265625,-900.87890625,-626.953125
-812.01171875,-882.8125,101.5625,945.80078125
449.21875,573.73046875,297.36328125,-994.140625
-1000.0,-1000.0,-758.7890625,-477.05078125
-662.59765625,-911.62109375,-1000.0,-1000.0
944.3359375,631.8359375,-73.2421875,354.00390625
921.875,-961.42578125,503.41796875,-835.44921875
-583.0078125,-399.4140625,-393.5546875,37.109375
-1000.0,-1000.0,-1000.0,-1000.0
200.68359375,-22.4609375,-458.49609375,-249.51171875
-772.4609375,-785.64453125,452.1484375,-800.78125
87.40234375,176.26953125,-191.89453125,231.93359375
-1000.0,-1000.0,-1000.0,-1000.0
-251.46484375,-261.71875,-773.92578125,-318.359375
-807.12890625,-807.12890625,290.52734375,-841.796875
237.3046875,284.66796875,46.875,602.5390625
-1000.0,-1000.0,-1000.0,-1000.0
-371.09375,-540.0390625,-909.1796875,-760.25390625
-853.515625,-951.171875,125.48828125,794.43359375
552.24609375,692.3828125,382.32421875,-881.8359375
-1000.0,-871.09375,-679.6875,-251.953125
-798.828125,-1000.0,-1000.0,-1000.0
754.8828125,381.34765625,-65.4296875,109.375
-915.0390625,-837.40234375,518.06640625,-759.27734375
-321.2890625,-172.8515625,-459.9609375,195.3125
-1000.0,-1000.0,-1000.0,-1000.0
38.57421875,-154.78515625,-517.578125,-269.04296875
-772.4609375,-802.24609375,369.140625,-800.29296875
189.453125,219.7265625,-148.4375,299.31640625
-1000.0,-1000.0,-1000.0,-1000.0
-262.6953125,-291.015625,-832.03125,-432.6171875
-804.6875,-816.89453125,189.453125,-907.71484375
238.76953125,356.93359375,83.0078125,741.69921875
-1000.0,-1000.0,-972.65625,-856.4453125
-466.796875,-674.8046875,-976.07421875,-934.08203125
-907.2265625,942.3828125,-43.45703125,614.74609375
661.62109375,791.50390625,384.27734375,-881.34765625
-958.984375,-774.4140625,-584.9609375,-199.21875
-931.15234375,-1000.0,-1000.0,-1000.0
574.21875,223.6328125,-327.63671875,-23.4375
-836.42578125,-799.8046875,456.54296875,-769.04296875
-149.90234375,-29.296875,-260.25390625,206.54296875
-1000.0,-1000.0,-1000.0,-1000.0
-70.3125,-215.8203125,-626.46484375,-273.4375
-779.296875,-807.6171875,394.53125,-806.15234375
212.890625,234.375,29.296875,432.6171875
-1000.0,-1000.0,-1000.0,-1000.0
-270.99609375,-344.7265625,-889.6484375,-526.3671875
-806.640625,-840.8203125,211.9140625,-975.09765625
376.953125,488.76953125,214.84375,890.625
-1000.0,-1000.0,-901.3671875,-645.01953125
-565.91796875,-777.34375,-1000.0,-1000.0
-994.62890625,791.015625,-26.3671875,429.6875
864.2578125,992.67578125,503.90625,-788.57421875
-682.6171875,-473.14453125,-489.74609375,32.2265625
-1000.0,-1000.0,-1000.0,-1000.0
385.25390625,82.03125,-288.0859375,-141.6015625
-797.36328125,-782.2265625,536.62109375,-778.3203125
-21.97265625,98.14453125,-317.87109375,217.28515625
-1000.0,-1000.0,-1000.0,-1000.0
-208.984375,-250.9765625,-656.73828125,-273.92578125
-801.26953125,-809.5703125,370.1171875,-815.91796875
228.515625,239.74609375,-2.9296875,520.01953125
-1000.0,-1000.0,-1000.0,-1000.0
-270.5078125,-454.58984375,-894.53125,-643.5546875
-811.5234375,-893.5546875,134.765625,928.22265625
444.3359375,573.2421875,316.40625,-976.5625
-1000.0,-995.60546875,-726.5625,-406.73828125
-689.453125,-956.0546875,-995.60546875,-1000.0
895.5078125,542.96875,-153.80859375,185.546875
967.28515625,-902.83203125,389.16015625,-766.11328125
-506.8359375,-315.91796875,-471.6796875,133.30078125
-1000.0,-1000.0,-1000.0,-1000.0
135.25390625,-65.4296875,-499.0234375,-257.8125
-775.390625,-792.48046875,390.625,-801.26953125
92.28515625,180.17578125,-210.9375,233.88671875
-1000.0,-1000.0,-1000.0,-1000.0
-250.9765625,-260.25390625,-787.59765625,-330.56640625
-807.12890625,-807.6171875,224.609375,-851.5625
236.81640625,284.66796875,127.44140625,632.8125
-1000.0,-1000.0,-934.08203125,-998.046875
-371.09375,-546.875,-959.9609375,-776.3671875
-857.91015625,-964.35546875,47.36328125,777.83203125
588.8671875,728.02734375,395.01953125,-871.58203125
-1000.0,-836.42578125,-641.6015625,-217.7734375
-800.78125,-1000.0,-1000.0,-1000.0
743.65234375,382.8125,-246.58203125,76.171875
-875.9765625,-824.21875,453.125,-761.23046875
-247.0703125,-132.32421875,-402.34375,198.2421875
-1000.0,-1000.0,-1000.0,-1000.0
39.0625,-155.76171875,-492.67578125,-270.5078125
-768.5546875,-798.828125,555.17578125,-799.8046875
201.66015625,225.5859375,-13.18359375,321.2890625
-1000.0,-1000.0,-1000.0,-1000.0
-267.578125,-287.59765625,-790.52734375,-429.6875
-803.22265625,-814.94140625,313.4765625,-914.0625
280.76171875,391.6015625,103.02734375,778.80859375
-1000.0,-1000.0,-1000.0,-816.40625
-473.14453125,-677.734375,-924.31640625,-926.7578125
-907.2265625,940.91796875,89.84375,632.32421875
682.12890625,811.5234375,408.203125,-881.34765625
-920.8984375,-734.375,-608.88671875,-180.17578125
-990.72265625,-1000.0,-1000.0,-1000.0
492.1875,180.6640625,-283.69140625,-36.1328125
-828.61328125,-798.828125,409.66796875,-770.01953125
-139.16015625,-16.11328125,-335.44921875,208.0078125
-1000.0,-1000.0,-1000.0,-1000.0
-112.3046875,-225.09765625,-618.65234375,-272.94921875
-787.109375,-810.05859375,390.625,-806.15234375
217.7734375,236.81640625,-22.4609375,419.921875
-1000.0,-1000.0,-1000.0,-1000.0
-269.53125,-372.0703125,-847.65625,-541.9921875
-806.15234375,-850.5859375,225.09765625,-991.69921875
359.375,478.515625,260.25390625,911.62109375
-1000.0,-1000.0,-786.1328125,-598.6328125
-590.33203125,-833.49609375,-992.1875,-1000.0
991.69921875,724.609375,-143.06640625,350.09765625
854.00390625,996.58203125,438.96484375,-782.2265625
-675.78125,-480.46875,-448.2421875,48.828125
-1000.0,-1000.0,-1000.0,-1000.0
278.3203125,46.875,-437.5,-187.98828125
-791.9921875,-786.62109375,479.98046875,-788.0859375
-18.06640625,112.3046875,-186.5234375,223.14453125
-1000.0,-1000.0,-1000.0,-1000.0
-224.609375,-252.44140625,-748.53515625,-272.94921875
-805.6640625,-809.08203125,340.33203125,-818.359375
230.95703125,245.60546875,47.36328125,541.015625
-1000.0,-1000.0,-1000.0,-1000.0
-271.484375,-456.54296875,-922.8515625,-646.484375
-816.40625,-902.34375,168.9453125,921.38671875
503.90625,620.60546875,334.9609375,-955.56640625
-1000.0,-962.40234375,-786.62109375,-369.62890625
-666.015625,-945.3125,-1000.0,-1000.0
915.52734375,557.6171875,-93.26171875,185.546875
-985.83984375,-871.58203125,508.30078125,-755.859375
-454.1015625,-279.78515625,-479.00390625,137.20703125
-1000.0,-1000.0,-1000.0,-1000.0
237.79296875,29.78515625,-390.13671875,-172.8515625
-783.69140625,-797.36328125,462.890625,-810.05859375
91.796875,192.3828125,-169.921875,234.86328125
-1000.0,-1000.0,-1000.0,-1000.0
-250.9765625,-263.18359375,-675.29296875,-322.75390625
-807.12890625,-807.12890625,362.79296875,-848.14453125
237.3046875,302.734375,7.32421875,627.9296875
-1000.0,-1000.0,-1000.0,-987.3046875
-371.09375,-569.3359375,-904.78515625,-814.94140625
-857.91015625,-973.14453125,42.48046875,728.515625
589.84375,730.95703125,302.734375,-861.81640625
-1000.0,-823.2421875,-698.73046875,-201.66015625
-869.62890625,-1000.0,-1000.0,-1000.0
662.59765625,327.1484375,-268.06640625,43.45703125
-876.46484375,-825.68359375,419.921875,-764.16015625
-261.71875,-139.16015625,-369.62890625,201.171875
-1000.0,-1000.0,-1000.0,-1000.0
-5.859375,-176.7578125,-595.21484375,-270.01953125
-775.390625,-805.17578125,393.5546875,-800.78125
206.54296875,229.4921875,-52.734375,323.2421875
-1000.0,-1000.0,-1000.0,-1000.0
-268.5546875,-304.19921875,-859.375,-457.03125
-796.875,-816.89453125,224.609375,-910.15625
259.27734375,381.8359375,204.58984375,744.62890625
-1000.0,-1000.0,-914.0625,-865.72265625
-398.92578125,-648.92578125,-983.3984375,-958.0078125
-946.77734375,887.6953125,-0.9765625,547.36328125
745.1171875,883.7890625,526.3671875,-817.87109375
-837.40234375,-635.25390625,-482.421875,-78.125
-1000.0,-1000.0,-1000.0,-1000.0
490.234375,181.15234375,-295.8984375,-64.453125
-824.21875,-791.015625,506.34765625,-771.97265625
-132.8125,12.20703125,-337.40234375,210.9375
-1000.0,-1000.0,-1000.0,-1000.0
-108.3984375,-227.5390625,-586.42578125,-274.4140625
-786.1328125,-808.10546875,472.16796875,-809.08203125
217.28515625,236.328125,11.71875,469.23828125
-1000.0,-1000.0,-1000.0,-1000.0
-271.97265625,-372.0703125,-828.125,-536.62109375
-808.10546875,-854.00390625,257.8125,-988.76953125
420.8984375,520.01953125,174.8046875,931.640625
-1000.0,-1000.0,-893.5546875,-557.6171875
-582.51953125,-821.77734375,-987.79296875,-1000.0
995.60546875,736.328125,-143.06640625,336.42578125
888.18359375,-970.703125,389.6484375,-779.78515625
-619.140625,-418.9453125,-501.953125,60.05859375
-1000.0,-1000.0,-1000.0,-1000.0
266.11328125,39.0625,-440.4296875,-201.66015625
-790.52734375,-784.1796875,439.94140625,-790.0390625
-16.6015625,124.0234375,-215.33203125,225.09765625
-1000.0,-1000.0,-1000.0,-1000.0
-238.76953125,-253.90625,-739.2578125,-272.4609375
-810.546875,-809.5703125,277.34375,-819.3359375
233.88671875,248.53515625,28.80859375,544.921875
-1000.0,-1000.0,-1000.0,-1000.0
-287.109375,-485.83984375,-931.640625,-696.77734375
-820.80078125,-912.109375,52.734375,864.74609375
493.1640625,609.375,372.55859375,-927.734375
-1000.0,-961.42578125,-634.765625,-328.61328125
-747.0703125,-985.3515625,-1000.0,-1000.0
827.1484375,494.140625,-204.58984375,147.94921875
-979.00390625,-878.41796875,514.6484375,-762.20703125
-432.6171875,-266.6015625,-356.93359375,162.109375
-1000.0,-1000.0,-1000.0,-1000.0
101.5625,-93.26171875,-530.76171875,-261.23046875
-775.87890625,-793.9453125,493.65234375,-800.29296875
95.703125,197.265625,-24.90234375,234.375
-1000.0,-1000.0,-1000.0,-1000.0
-250.9765625,-263.671875,-805.6640625,-352.05078125
-807.12890625,-807.6171875,269.53125,-869.140625
237.3046875,318.84765625,39.55078125,675.29296875
-1000.0,-1000.0,-1000.0,-944.82421875
-373.046875,-573.73046875,-933.10546875,-827.1484375
-862.3046875,-983.3984375,139.6484375,720.703125
619.62890625,769.53125,437.01171875,-854.00390625
-989.74609375,-782.2265625,-669.921875,-185.05859375
-870.1171875,-1000.0,-1000.0,-1000.0
666.50390625,325.1953125,-195.3125,63.4765625
-867.67578125,-811.03515625,476.07421875,-760.7421875
-243.1640625,-96.19140625,-371.58203125,198.73046875
-1000.0,-1000.0,-1000.0,-1000.0
-3.41796875,-175.29296875,-552.734375,-272.4609375
-773.92578125,-801.7578125,375.48828125,-801.26953125
206.0546875,228.515625,-83.49609375,362.3046875
-1000.0,-1000.0,-1000.0,-1000.0
-269.53125,-303.7109375,-846.19140625,-458.0078125
-803.7109375,-821.77734375,193.359375,-933.10546875
318.359375,417.96875,115.234375,821.2890625
-1000.0,-1000.0,-950.1953125,-738.28125
-506.34765625,-711.42578125,-990.234375,-1000.0
-945.3125,879.39453125,-90.33203125,501.953125
770.01953125,906.25,415.52734375,-801.26953125
-821.2890625,-626.46484375,-544.921875,-78.61328125
-996.09375,-1000.0,-1000.0,-1000.0
508.7890625,230.46875,-285.15625,-1.46484375
-828.61328125,-804.6875,469.7265625,-786.1328125
-130.37109375,9.765625,-251.46484375,213.8671875
-1000.0,-1000.0,-1000.0,-1000.0
-126.953125,-237.3046875,-676.26953125,-273.92578125
-789.55078125,-812.98828125,351.5625,-811.5234375
219.7265625,239.2578125,35.64453125,479.4921875
-1000.0,-1000.0,-1000.0,-1000.0
-271.484375,-404.78515625,-907.71484375,-590.33203125
-809.08203125,-866.69921875,196.77734375,978.02734375
411.1328125,516.11328125,241.2109375,952.1484375
-1000.0,-1000.0,-861.328125,-529.296875
-639.6484375,-874.0234375,-1000.0,-1000.0
981.4453125,690.91796875,-111.328125,303.7109375
838.8671875,981.93359375,449.70703125,-831.0546875
-701.66015625,-502.44140625,-495.1171875,-15.13671875
-1000.0,-1000.0,-1000.0,-1000.0
209.47265625,13.671875,-323.2421875,-213.8671875
-786.62109375,-788.0859375,531.25,-794.921875
6.8359375,142.08984375,-268.06640625,226.07421875
-1000.0,-1000.0,-1000.0,-1000.0
-241.69921875,-256.34765625,-682.12890625,-271.97265625
-807.6171875,-807.6171875,336.42578125,-822.75390625
232.421875,264.16015625,-7.8125,573.2421875
-1000.0,-1000.0,-1000.0,-1000.0
-271.484375,-475.5859375,-909.1796875,-680.6640625
-817.87109375,-914.0625,123.046875,890.13671875
523.92578125,655.2734375,358.88671875,-918.9453125
-1000.0,-920.41015625,-700.1953125,-303.22265625
-755.37109375,-989.74609375,-1000.0,-1000.0
827.1484375,492.67578125,-166.50390625,145.01953125
-975.5859375,-857.421875,418.9453125,-759.765625
-427.734375,-221.6796875,-442.3828125,184.5703125
-1000.0,-1000.0,-1000.0,-1000.0
103.515625,-91.30859375,-507.8125,-266.11328125
-771.97265625,-791.015625,392.578125,-798.828125
143.5546875,203.61328125,-189.453125,265.625
-1000.0,-1000.0,-1000.0,-1000.0
-257.8125,-264.6484375,-794.921875,-369.62890625
-806.15234375,-807.6171875,244.62890625,-878.41796875
238.28125,321.2890625,166.50390625,702.63671875
-1000.0,-1000.0,-903.3203125,-900.87890625
-432.6171875,-615.72265625,-981.93359375,-881.8359375
-887.20703125,985.83984375,0.0,659.66796875
624.0234375,766.11328125,404.78515625,-845.21484375
-977.5390625,-780.76171875,-609.86328125,-169.43359375
-932.12890625,-1000.0,-1000.0,-1000.0
583.984375,263.18359375,-272.4609375,4.39453125
-855.95703125,-812.01171875,445.3125,-759.765625
-243.1640625,-98.6328125,-398.92578125,186.03515625
-1000.0,-1000.0,-1000.0,-1000.0
-15.625,-198.2421875,-554.6875,-183.59375
-775.87890625,-808.59375,519.53125,-813.96484375
207.51953125,232.91015625,4.8828125,365.234375
-1000.0,-1000.0,-1000.0,-1000.0
-269.53125,-328.61328125,-827.63671875,-492.67578125
-805.17578125,-831.54296875,268.5546875,-953.125
324.21875,424.8046875,118.65234375,838.8671875
-1000.0,-1000.0,-959.47265625,-715.33203125
-547.8515625,-747.55859375,-980.46875,-1000.0
-964.35546875,832.51953125,-5.859375,463.8671875
769.53125,932.6171875,433.59375,-799.8046875
-803.7109375,-571.2890625,-566.89453125,-43.9453125
-1000.0,-1000.0,-1000.0,-1000.0
397.94921875,119.62890625,-273.92578125,-85.9375
-806.640625,-788.57421875,436.5234375,-772.94921875
-84.47265625,53.7109375,-355.46875,212.40234375
-1000.0,-1000.0,-1000.0,-1000.0
-131.8359375,-240.72265625,-714.84375,-274.4140625
-786.62109375,-808.59375,269.04296875,-812.98828125
218.75,237.79296875,-22.4609375,502.9296875
-1000.0,-1000.0,-1000.0,-1000.0
-272.4609375,-389.6484375,-893.5546875,-590.33203125
-810.05859375,-862.3046875,131.34765625,972.16796875
436.5234375,545.8984375,308.10546875,978.515625
-1000.0,-1000.0,-744.140625,-494.62890625
-637.6953125,-871.09375,-1000.0,-1000.0
964.84375,668.9453125,-114.2578125,302.734375
895.01953125,-941.40625,474.12109375,-773.4375
-613.28125,-378.90625,-423.33984375,99.12109375
-1000.0,-1000.0,-1000.0,-1000.0
207.51953125,4.39453125,-462.890625,-234.375
-781.25,-785.15625,473.6328125,-796.875
28.80859375,149.90234375,-163.57421875,229.98046875
-1000.0,-1000.0,-1000.0,-1000.0
-244.140625,-257.32421875,-784.1796875,-301.7578125
